"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 01 02:11:46 IST 2023","Thu Jun 01 02:12:36 IST 2023","50118","","This is amazon shop feature","","","","As a user I am able to add products to shopping cart",""
